OFFICIAL_GENE_SYMBOL	Name	Species
FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial(FARS2)	Homo sapiens
HIST1H2BD	histone cluster 1 H2B family member d(HIST1H2BD)	Homo sapiens
CTCF	CCCTC-binding factor(CTCF)	Homo sapiens
MIR6089	microRNA 6089(MIR6089)	Homo sapiens
RRAGA	Ras related GTP binding A(RRAGA)	Homo sapiens
ZCCHC16	zinc finger CCHC-type containing 16(ZCCHC16)	Homo sapiens
USP40	ubiquitin specific peptidase 40(USP40)	Homo sapiens
PPP1R3G	protein phosphatase 1 regulatory subunit 3G(PPP1R3G)	Homo sapiens
ATCAY	ATCAY, caytaxin(ATCAY)	Homo sapiens
TARS	threonyl-tRNA synthetase(TARS)	Homo sapiens
KHDRBS1	KH RNA binding domain containing, signal transduction associated 1(KHDRBS1)	Homo sapiens
HIST1H1E	histone cluster 1 H1 family member e(HIST1H1E)	Homo sapiens
TRIM62	tripartite motif containing 62(TRIM62)	Homo sapiens
HIST1H2AD	histone cluster 1 H2A family member d(HIST1H2AD)	Homo sapiens
KLF1	Kruppel like factor 1(KLF1)	Homo sapiens
ATAD3A	ATPase family, AAA domain containing 3A(ATAD3A)	Homo sapiens
TALDO1	transaldolase 1(TALDO1)	Homo sapiens
LINC00854	long intergenic non-protein coding RNA 854(LINC00854)	Homo sapiens
LRRC4B	leucine rich repeat containing 4B(LRRC4B)	Homo sapiens
KRTAP4-2	keratin associated protein 4-2(KRTAP4-2)	Homo sapiens
C9orf66	chromosome 9 open reading frame 66(C9orf66)	Homo sapiens
CYSRT1	cysteine rich tail 1(CYSRT1)	Homo sapiens
MAP1S	microtubule associated protein 1S(MAP1S)	Homo sapiens
HIST1H1A	histone cluster 1 H1 family member a(HIST1H1A)	Homo sapiens
TAS2R10	taste 2 receptor member 10(TAS2R10)	Homo sapiens
HAGH	hydroxyacylglutathione hydrolase(HAGH)	Homo sapiens
GPER1	G protein-coupled estrogen receptor 1(GPER1)	Homo sapiens
ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1(ARFGEF1)	Homo sapiens
LOC441666	zinc finger protein 91 pseudogene(LOC441666)	Homo sapiens
CEP192	centrosomal protein 192(CEP192)	Homo sapiens
FLJ23867	uncharacterized protein FLJ23867(FLJ23867)	Homo sapiens
OLFM4	olfactomedin 4(OLFM4)	Homo sapiens
CCND2-AS1	CCND2 antisense RNA 1(CCND2-AS1)	Homo sapiens
PLEKHJ1	pleckstrin homology domain containing J1(PLEKHJ1)	Homo sapiens
ATAD3C	ATPase family, AAA domain containing 3C(ATAD3C)	Homo sapiens
TCP11X2	t-complex 11 family, X-linked 2(TCP11X2)	Homo sapiens
SOX4	SRY-box 4(SOX4)	Homo sapiens
CRTAC1	cartilage acidic protein 1(CRTAC1)	Homo sapiens
GPX4	glutathione peroxidase 4(GPX4)	Homo sapiens
SOX15	SRY-box 15(SOX15)	Homo sapiens
MKNK2	MAP kinase interacting serine/threonine kinase 2(MKNK2)	Homo sapiens
CFAP74	cilia and flagella associated protein 74(CFAP74)	Homo sapiens
TSPYL5	TSPY like 5(TSPYL5)	Homo sapiens
SPTBN1	spectrin beta, non-erythrocytic 1(SPTBN1)	Homo sapiens
MSTO1	misato 1, mitochondrial distribution and morphology regulator(MSTO1)	Homo sapiens
PAIP1	poly(A) binding protein interacting protein 1(PAIP1)	Homo sapiens
TMEM33	transmembrane protein 33(TMEM33)	Homo sapiens
HEXIM1	hexamethylene bisacetamide inducible 1(HEXIM1)	Homo sapiens
DEFA8P	defensin alpha 8, pseudogene(DEFA8P)	Homo sapiens
GPR12	G protein-coupled receptor 12(GPR12)	Homo sapiens
SPI1	Spi-1 proto-oncogene(SPI1)	Homo sapiens
MTPAP	mitochondrial poly(A) polymerase(MTPAP)	Homo sapiens
POLR3C	RNA polymerase III subunit C(POLR3C)	Homo sapiens
GPR17	G protein-coupled receptor 17(GPR17)	Homo sapiens
DDI1	DNA damage inducible 1 homolog 1(DDI1)	Homo sapiens
GRM2	glutamate metabotropic receptor 2(GRM2)	Homo sapiens
NCOA2	nuclear receptor coactivator 2(NCOA2)	Homo sapiens
SPATA6L	spermatogenesis associated 6 like(SPATA6L)	Homo sapiens
SSR2	signal sequence receptor subunit 2(SSR2)	Homo sapiens
SEMA4B	semaphorin 4B(SEMA4B)	Homo sapiens
LOC105372483	uncharacterized LOC105372483(LOC105372483)	Homo sapiens
TUBGCP6	tubulin gamma complex associated protein 6(TUBGCP6)	Homo sapiens
SNORD14D	small nucleolar RNA, C/D box 14D(SNORD14D)	Homo sapiens
SNORD14E	small nucleolar RNA, C/D box 14E(SNORD14E)	Homo sapiens
RASGRP4	RAS guanyl releasing protein 4(RASGRP4)	Homo sapiens
SNORD14C	small nucleolar RNA, C/D box 14C(SNORD14C)	Homo sapiens
VPS37C	VPS37C, ESCRT-I subunit(VPS37C)	Homo sapiens
DEAF1	DEAF1, transcription factor(DEAF1)	Homo sapiens
CSAG4	CSAG family member 4 (pseudogene)(CSAG4)	Homo sapiens
CYP4Z1	cytochrome P450 family 4 subfamily Z member 1(CYP4Z1)	Homo sapiens
PIGU	phosphatidylinositol glycan anchor biosynthesis class U(PIGU)	Homo sapiens
CHMP4B	charged multivesicular body protein 4B(CHMP4B)	Homo sapiens
RNASEH2A	ribonuclease H2 subunit A(RNASEH2A)	Homo sapiens
ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1(ZCRB1)	Homo sapiens
STON2	stonin 2(STON2)	Homo sapiens
RAPGEF1	Rap guanine nucleotide exchange factor 1(RAPGEF1)	Homo sapiens
STAT5B	signal transducer and activator of transcription 5B(STAT5B)	Homo sapiens
WDR70	WD repeat domain 70(WDR70)	Homo sapiens
PRSS36	protease, serine 36(PRSS36)	Homo sapiens
SSTR4	somatostatin receptor 4(SSTR4)	Homo sapiens
SSX4	SSX family member 4(SSX4)	Homo sapiens
TAPBPL	TAP binding protein like(TAPBPL)	Homo sapiens
ZNF71	zinc finger protein 71(ZNF71)	Homo sapiens
ZNF77	zinc finger protein 77(ZNF77)	Homo sapiens
ACRBP	acrosin binding protein(ACRBP)	Homo sapiens
CNFN	cornifelin(CNFN)	Homo sapiens
MIR3657	microRNA 3657(MIR3657)	Homo sapiens
HSPA12A	heat shock protein family A (Hsp70) member 12A(HSPA12A)	Homo sapiens
ZC3H8	zinc finger CCCH-type containing 8(ZC3H8)	Homo sapiens
HSD11B2	hydroxysteroid 11-beta dehydrogenase 2(HSD11B2)	Homo sapiens
MIR3936	microRNA 3936(MIR3936)	Homo sapiens
GPKOW	G-patch domain and KOW motifs(GPKOW)	Homo sapiens
HRAS	HRas proto-oncogene, GTPase(HRAS)	Homo sapiens
FRMPD1	FERM and PDZ domain containing 1(FRMPD1)	Homo sapiens
RNF115	ring finger protein 115(RNF115)	Homo sapiens
ZNF124	zinc finger protein 124(ZNF124)	Homo sapiens
SIT1	signaling threshold regulating transmembrane adaptor 1(SIT1)	Homo sapiens
LMBRD2	LMBR1 domain containing 2(LMBRD2)	Homo sapiens
MIR3675	microRNA 3675(MIR3675)	Homo sapiens
C16orf92	chromosome 16 open reading frame 92(C16orf92)	Homo sapiens
TMEM213	transmembrane protein 213(TMEM213)	Homo sapiens
SPIRE2	spire type actin nucleation factor 2(SPIRE2)	Homo sapiens
ZNF79	zinc finger protein 79(ZNF79)	Homo sapiens
STX18	syntaxin 18(STX18)	Homo sapiens
CCER2	coiled-coil glutamate rich protein 2(CCER2)	Homo sapiens
ANAPC16	anaphase promoting complex subunit 16(ANAPC16)	Homo sapiens
SLC35G6	solute carrier family 35 member G6(SLC35G6)	Homo sapiens
HOXC4	homeobox C4(HOXC4)	Homo sapiens
HOXC5	homeobox C5(HOXC5)	Homo sapiens
IL17B	interleukin 17B(IL17B)	Homo sapiens
HOXC6	homeobox C6(HOXC6)	Homo sapiens
HOXC8	homeobox C8(HOXC8)	Homo sapiens
BOD1L1	biorientation of chromosomes in cell division 1 like 1(BOD1L1)	Homo sapiens
HOXA6	homeobox A6(HOXA6)	Homo sapiens
HOXA5	homeobox A5(HOXA5)	Homo sapiens
HOXA9	homeobox A9(HOXA9)	Homo sapiens
HOXA7	homeobox A7(HOXA7)	Homo sapiens
SBNO2	strawberry notch homolog 2(SBNO2)	Homo sapiens
HOXB3	homeobox B3(HOXB3)	Homo sapiens
ZNF8	zinc finger protein 8(ZNF8)	Homo sapiens
LOC102724323	uncharacterized LOC102724323(LOC102724323)	Homo sapiens
MIR3179-4	microRNA 3179-4(MIR3179-4)	Homo sapiens
LOC102031319	uncharacterized LOC102031319(LOC102031319)	Homo sapiens
INGX	inhibitor of growth family, X-linked (pseudogene)(INGX)	Homo sapiens
ZNF23	zinc finger protein 23(ZNF23)	Homo sapiens
PALD1	phosphatase domain containing, paladin 1(PALD1)	Homo sapiens
ZEB1-AS1	ZEB1 antisense RNA 1(ZEB1-AS1)	Homo sapiens
LOC101927168	uncharacterized LOC101927168(LOC101927168)	Homo sapiens
FBXO22-AS1	FBXO22 antisense RNA 1(FBXO22-AS1)	Homo sapiens
MIR6889	microRNA 6889(MIR6889)	Homo sapiens
HMOX2	heme oxygenase 2(HMOX2)	Homo sapiens
HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1(HMGCS1)	Homo sapiens
YES1	YES proto-oncogene 1, Src family tyrosine kinase(YES1)	Homo sapiens
LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene(LOC643733)	Homo sapiens
LOC101927181	uncharacterized LOC101927181(LOC101927181)	Homo sapiens
C22orf23	chromosome 22 open reading frame 23(C22orf23)	Homo sapiens
HES7	hes family bHLH transcription factor 7(HES7)	Homo sapiens
LAMB2P1	laminin subunit beta 2 pseudogene 1(LAMB2P1)	Homo sapiens
ZFPL1	zinc finger protein like 1(ZFPL1)	Homo sapiens
SF1	splicing factor 1(SF1)	Homo sapiens
TUBB6	tubulin beta 6 class V(TUBB6)	Homo sapiens
NT5C1A	5'-nucleotidase, cytosolic IA(NT5C1A)	Homo sapiens
HNRNPL	heterogeneous nuclear ribonucleoprotein L(HNRNPL)	Homo sapiens
CXCL16	C-X-C motif chemokine ligand 16(CXCL16)	Homo sapiens
CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4(CITED4)	Homo sapiens
LOC221122	uncharacterized LOC221122(LOC221122)	Homo sapiens
MIR6511A2	microRNA 6511a-2(MIR6511A2)	Homo sapiens
TTBK1	tau tubulin kinase 1(TTBK1)	Homo sapiens
MIR3943	microRNA 3943(MIR3943)	Homo sapiens
HK3	hexokinase 3(HK3)	Homo sapiens
NELFA	negative elongation factor complex member A(NELFA)	Homo sapiens
MIR3650	microRNA 3650(MIR3650)	Homo sapiens
KLHDC10	kelch domain containing 10(KLHDC10)	Homo sapiens
UBE2K	ubiquitin conjugating enzyme E2 K(UBE2K)	Homo sapiens
GOLGA8A	golgin A8 family member A(GOLGA8A)	Homo sapiens
CNDP1	carnosine dipeptidase 1(CNDP1)	Homo sapiens
MIR3677	microRNA 3677(MIR3677)	Homo sapiens
NUDT9P1	nudix hydrolase 9 pseudogene 1(NUDT9P1)	Homo sapiens
MT1DP	metallothionein 1D, pseudogene(MT1DP)	Homo sapiens
PLEKHA8	pleckstrin homology domain containing A8(PLEKHA8)	Homo sapiens
HFE	hemochromatosis(HFE)	Homo sapiens
BMP10	bone morphogenetic protein 10(BMP10)	Homo sapiens
KDM4B	lysine demethylase 4B(KDM4B)	Homo sapiens
LINC01474	long intergenic non-protein coding RNA 1474(LINC01474)	Homo sapiens
ACIN1	apoptotic chromatin condensation inducer 1(ACIN1)	Homo sapiens
HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)(HLA-DRB6)	Homo sapiens
MIR6720	microRNA 6720(MIR6720)	Homo sapiens
HLA-F	major histocompatibility complex, class I, F(HLA-F)	Homo sapiens
SNAR-A14	small ILF3/NF90-associated RNA A14(SNAR-A14)	Homo sapiens
SRPX2	sushi repeat containing protein, X-linked 2(SRPX2)	Homo sapiens
LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component(LEO1)	Homo sapiens
CARD6	caspase recruitment domain family member 6(CARD6)	Homo sapiens
NCR3	natural cytotoxicity triggering receptor 3(NCR3)	Homo sapiens
MIR6769A	microRNA 6769a(MIR6769A)	Homo sapiens
MIR6808	microRNA 6808(MIR6808)	Homo sapiens
HLA-DOB	major histocompatibility complex, class II, DO beta(HLA-DOB)	Homo sapiens
MIR6793	microRNA 6793(MIR6793)	Homo sapiens
MIR6789	microRNA 6789(MIR6789)	Homo sapiens
IL17D	interleukin 17D(IL17D)	Homo sapiens
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1(HLA-DQA1)	Homo sapiens
MCEE	methylmalonyl-CoA epimerase(MCEE)	Homo sapiens
KDM2A	lysine demethylase 2A(KDM2A)	Homo sapiens
HLA-A	major histocompatibility complex, class I, A(HLA-A)	Homo sapiens
MIR6832	microRNA 6832(MIR6832)	Homo sapiens
C9orf24	chromosome 9 open reading frame 24(C9orf24)	Homo sapiens
MIR6827	microRNA 6827(MIR6827)	Homo sapiens
LOC100288162	uncharacterized LOC100288162(LOC100288162)	Homo sapiens
VAV1	vav guanine nucleotide exchange factor 1(VAV1)	Homo sapiens
DDX11L2	DEAD/H-box helicase 11 like 2(DDX11L2)	Homo sapiens
DLGAP1-AS2	DLGAP1 antisense RNA 2(DLGAP1-AS2)	Homo sapiens
SPDYE2	speedy/RINGO cell cycle regulator family member E2(SPDYE2)	Homo sapiens
SPDYE3	speedy/RINGO cell cycle regulator family member E3(SPDYE3)	Homo sapiens
UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked(UTY)	Homo sapiens
FAM86EP	family with sequence similarity 86, member A pseudogene(FAM86EP)	Homo sapiens
NR1H2	nuclear receptor subfamily 1 group H member 2(NR1H2)	Homo sapiens
UPK2	uroplakin 2(UPK2)	Homo sapiens
LOC613038	SAGA complex associated factor 29 pseudogene(LOC613038)	Homo sapiens
CLPTM1L	CLPTM1 like(CLPTM1L)	Homo sapiens
RAB15	RAB15, member RAS oncogene family(RAB15)	Homo sapiens
UGT2B17	UDP glucuronosyltransferase family 2 member B17(UGT2B17)	Homo sapiens
FGF10-AS1	FGF10 antisense RNA 1(FGF10-AS1)	Homo sapiens
LINC00682	long intergenic non-protein coding RNA 682(LINC00682)	Homo sapiens
MIR382	microRNA 382(MIR382)	Homo sapiens
TC2N	tandem C2 domains, nuclear(TC2N)	Homo sapiens
UGDH	UDP-glucose 6-dehydrogenase(UGDH)	Homo sapiens
RAB40AL	RAB40A, member RAS oncogene family-like(RAB40AL)	Homo sapiens
LOC105373100	uncharacterized LOC105373100(LOC105373100)	Homo sapiens
MIR8078	microRNA 8078(MIR8078)	Homo sapiens
LMNB2	lamin B2(LMNB2)	Homo sapiens
LOC102724604	uncharacterized LOC102724604(LOC102724604)	Homo sapiens
LINC01471	long intergenic non-protein coding RNA 1471(LINC01471)	Homo sapiens
TYK2	tyrosine kinase 2(TYK2)	Homo sapiens
LRRC56	leucine rich repeat containing 56(LRRC56)	Homo sapiens
RBPJ	recombination signal binding protein for immunoglobulin kappa J region(RBPJ)	Homo sapiens
ZNF566	zinc finger protein 566(ZNF566)	Homo sapiens
TULP2	tubby like protein 2(TULP2)	Homo sapiens
ANKRD33B	ankyrin repeat domain 33B(ANKRD33B)	Homo sapiens
TUBB2A	tubulin beta 2A class IIa(TUBB2A)	Homo sapiens
LRP11	LDL receptor related protein 11(LRP11)	Homo sapiens
ARHGEF39	Rho guanine nucleotide exchange factor 39(ARHGEF39)	Homo sapiens
ZNF341	zinc finger protein 341(ZNF341)	Homo sapiens
TUBA4A	tubulin alpha 4a(TUBA4A)	Homo sapiens
LOC102724360	uncharacterized LOC102724360(LOC102724360)	Homo sapiens
TTF1	transcription termination factor 1(TTF1)	Homo sapiens
NOXRED1	NADP dependent oxidoreductase domain containing 1(NOXRED1)	Homo sapiens
DNAJC7	DnaJ heat shock protein family (Hsp40) member C7(DNAJC7)	Homo sapiens
TSSC1	tumor suppressing subtransferable candidate 1(TSSC1)	Homo sapiens
KCNK15-AS1	KCNK15 antisense RNA 1 (head to head)(KCNK15-AS1)	Homo sapiens
HCG18	HLA complex group 18 (non-protein coding)(HCG18)	Homo sapiens
ZC3H10	zinc finger CCCH-type containing 10(ZC3H10)	Homo sapiens
HCG17	HLA complex group 17 (non-protein coding)(HCG17)	Homo sapiens
LOC101926948	uncharacterized LOC101926948(LOC101926948)	Homo sapiens
BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough(BCL2L2-PABPN1)	Homo sapiens
TRPC5	transient receptor potential cation channel subfamily C member 5(TRPC5)	Homo sapiens
DNAJB1	DnaJ heat shock protein family (Hsp40) member B1(DNAJB1)	Homo sapiens
LOC100132356	uncharacterized LOC100132356(LOC100132356)	Homo sapiens
ADAM22	ADAM metallopeptidase domain 22(ADAM22)	Homo sapiens
MBD3	methyl-CpG binding domain protein 3(MBD3)	Homo sapiens
CCT3	chaperonin containing TCP1 subunit 3(CCT3)	Homo sapiens
RNF208	ring finger protein 208(RNF208)	Homo sapiens
LSM10	LSM10, U7 small nuclear RNA associated(LSM10)	Homo sapiens
AJUBA	ajuba LIM protein(AJUBA)	Homo sapiens
CBARP	CACN beta subunit associated regulatory protein(CBARP)	Homo sapiens
RAB37	RAB37, member RAS oncogene family(RAB37)	Homo sapiens
MPND	MPN domain containing(MPND)	Homo sapiens
HTR4	5-hydroxytryptamine receptor 4(HTR4)	Homo sapiens
TRAF3	TNF receptor associated factor 3(TRAF3)	Homo sapiens
ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1(ROCK1P1)	Homo sapiens
MIR7851	microRNA 7851(MIR7851)	Homo sapiens
AMOTL1	angiomotin like 1(AMOTL1)	Homo sapiens
ICAM3	intercellular adhesion molecule 3(ICAM3)	Homo sapiens
ATG4C	autophagy related 4C cysteine peptidase(ATG4C)	Homo sapiens
TPM3	tropomyosin 3(TPM3)	Homo sapiens
TPMT	thiopurine S-methyltransferase(TPMT)	Homo sapiens
LOC101927018	uncharacterized LOC101927018(LOC101927018)	Homo sapiens
MIR6801	microRNA 6801(MIR6801)	Homo sapiens
KLRD1	killer cell lectin like receptor D1(KLRD1)	Homo sapiens
LOC105373383	uncharacterized LOC105373383(LOC105373383)	Homo sapiens
ATMIN	ATM interactor(ATMIN)	Homo sapiens
GATS	GATS, stromal antigen 3 opposite strand(GATS)	Homo sapiens
NEMP1	nuclear envelope integral membrane protein 1(NEMP1)	Homo sapiens
LINC00523	long intergenic non-protein coding RNA 523(LINC00523)	Homo sapiens
KIFC1	kinesin family member C1(KIFC1)	Homo sapiens
KMT5A	lysine methyltransferase 5A(KMT5A)	Homo sapiens
KPNB1	karyopherin subunit beta 1(KPNB1)	Homo sapiens
OR4D1	olfactory receptor family 4 subfamily D member 1(OR4D1)	Homo sapiens
FAM234A	family with sequence similarity 234 member A(FAM234A)	Homo sapiens
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10(ADAMTS10)	Homo sapiens
HES4	hes family bHLH transcription factor 4(HES4)	Homo sapiens
KLK2	kallikrein related peptidase 2(KLK2)	Homo sapiens
KREMEN1	kringle containing transmembrane protein 1(KREMEN1)	Homo sapiens
POLD4	DNA polymerase delta 4, accessory subunit(POLD4)	Homo sapiens
MAN2B2	mannosidase alpha class 2B member 2(MAN2B2)	Homo sapiens
ANKRD22	ankyrin repeat domain 22(ANKRD22)	Homo sapiens
PLIN5	perilipin 5(PLIN5)	Homo sapiens
C14orf80	chromosome 14 open reading frame 80(C14orf80)	Homo sapiens
APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H(APOBEC3H)	Homo sapiens
DRC1	dynein regulatory complex subunit 1(DRC1)	Homo sapiens
TMEM14B	transmembrane protein 14B(TMEM14B)	Homo sapiens
SH3YL1	SH3 and SYLF domain containing 1(SH3YL1)	Homo sapiens
SF3A2	splicing factor 3a subunit 2(SF3A2)	Homo sapiens
SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1(SMCHD1)	Homo sapiens
KCNN1	potassium calcium-activated channel subfamily N member 1(KCNN1)	Homo sapiens
VANGL1	VANGL planar cell polarity protein 1(VANGL1)	Homo sapiens
HAUS5	HAUS augmin like complex subunit 5(HAUS5)	Homo sapiens
ZNF239	zinc finger protein 239(ZNF239)	Homo sapiens
RPL13AP20	ribosomal protein L13a pseudogene 20(RPL13AP20)	Homo sapiens
C9orf72	chromosome 9 open reading frame 72(C9orf72)	Homo sapiens
ARHGEF12	Rho guanine nucleotide exchange factor 12(ARHGEF12)	Homo sapiens
KCNJ4	potassium voltage-gated channel subfamily J member 4(KCNJ4)	Homo sapiens
MLF2	myeloid leukemia factor 2(MLF2)	Homo sapiens
CRTC1	CREB regulated transcription coactivator 1(CRTC1)	Homo sapiens
LOC101927905	uncharacterized LOC101927905(LOC101927905)	Homo sapiens
ZFYVE28	zinc finger FYVE-type containing 28(ZFYVE28)	Homo sapiens
SIK3	SIK family kinase 3(SIK3)	Homo sapiens
KCND3	potassium voltage-gated channel subfamily D member 3(KCND3)	Homo sapiens
PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma(PIP5K1C)	Homo sapiens
CTDNEP1	CTD nuclear envelope phosphatase 1(CTDNEP1)	Homo sapiens
GBAT2	glioblastoma multiforme-associated transcript 2(GBAT2)	Homo sapiens
EXOSC2	exosome component 2(EXOSC2)	Homo sapiens
JAK2	Janus kinase 2(JAK2)	Homo sapiens
FAHD1	fumarylacetoacetate hydrolase domain containing 1(FAHD1)	Homo sapiens
SIRT5	sirtuin 5(SIRT5)	Homo sapiens
SIRT3	sirtuin 3(SIRT3)	Homo sapiens
HACD4	3-hydroxyacyl-CoA dehydratase 4(HACD4)	Homo sapiens
CCDC171	coiled-coil domain containing 171(CCDC171)	Homo sapiens
JUND	JunD proto-oncogene, AP-1 transcription factor subunit(JUND)	Homo sapiens
JUNB	JunB proto-oncogene, AP-1 transcription factor subunit(JUNB)	Homo sapiens
TMEM215	transmembrane protein 215(TMEM215)	Homo sapiens
OR7C1	olfactory receptor family 7 subfamily C member 1(OR7C1)	Homo sapiens
C1QTNF9B	C1q and tumor necrosis factor related protein 9B(C1QTNF9B)	Homo sapiens
DCST2	DC-STAMP domain containing 2(DCST2)	Homo sapiens
C6orf62	chromosome 6 open reading frame 62(C6orf62)	Homo sapiens
HNRNPLL	heterogeneous nuclear ribonucleoprotein L like(HNRNPLL)	Homo sapiens
CELA3B	chymotrypsin like elastase family member 3B(CELA3B)	Homo sapiens
CD99P1	CD99 molecule pseudogene 1(CD99P1)	Homo sapiens
CHD8	chromodomain helicase DNA binding protein 8(CHD8)	Homo sapiens
RNU6-1	RNA, U6 small nuclear 1(RNU6-1)	Homo sapiens
RNF213	ring finger protein 213(RNF213)	Homo sapiens
SMIM22	small integral membrane protein 22(SMIM22)	Homo sapiens
LOC101927730	uncharacterized LOC101927730(LOC101927730)	Homo sapiens
TREX1	three prime repair exonuclease 1(TREX1)	Homo sapiens
HNF1A-AS1	HNF1A antisense RNA 1(HNF1A-AS1)	Homo sapiens
LINC01476	long intergenic non-protein coding RNA 1476(LINC01476)	Homo sapiens
SNF8	SNF8, ESCRT-II complex subunit(SNF8)	Homo sapiens
NRM	nurim (nuclear envelope membrane protein)(NRM)	Homo sapiens
ITGAV	integrin subunit alpha V(ITGAV)	Homo sapiens
NUP214	nucleoporin 214(NUP214)	Homo sapiens
LOC106660606	uncharacterized LOC106660606(LOC106660606)	Homo sapiens
IGDCC4	immunoglobulin superfamily DCC subclass member 4(IGDCC4)	Homo sapiens
WDR38	WD repeat domain 38(WDR38)	Homo sapiens
RASSF7	Ras association domain family member 7(RASSF7)	Homo sapiens
TSNARE1	t-SNARE domain containing 1(TSNARE1)	Homo sapiens
WDR31	WD repeat domain 31(WDR31)	Homo sapiens
TOMM40L	translocase of outer mitochondrial membrane 40 like(TOMM40L)	Homo sapiens
IRF7	interferon regulatory factor 7(IRF7)	Homo sapiens
KCNRG	potassium channel regulator(KCNRG)	Homo sapiens
GCOM1	GRINL1A complex locus 1(GCOM1)	Homo sapiens
DOCK8	dedicator of cytokinesis 8(DOCK8)	Homo sapiens
SLC7A14	solute carrier family 7 member 14(SLC7A14)	Homo sapiens
C9orf139	chromosome 9 open reading frame 139(C9orf139)	Homo sapiens
CPNE5	copine 5(CPNE5)	Homo sapiens
QPRT	quinolinate phosphoribosyltransferase(QPRT)	Homo sapiens
KAT8	lysine acetyltransferase 8(KAT8)	Homo sapiens
ADCK5	aarF domain containing kinase 5(ADCK5)	Homo sapiens
BRD4	bromodomain containing 4(BRD4)	Homo sapiens
NNT-AS1	NNT antisense RNA 1(NNT-AS1)	Homo sapiens
HAAO	3-hydroxyanthranilate 3,4-dioxygenase(HAAO)	Homo sapiens
LOC100652768	uncharacterized LOC100652768(LOC100652768)	Homo sapiens
LST1	leukocyte specific transcript 1(LST1)	Homo sapiens
CES3	carboxylesterase 3(CES3)	Homo sapiens
SHROOM3	shroom family member 3(SHROOM3)	Homo sapiens
INPP5B	inositol polyphosphate-5-phosphatase B(INPP5B)	Homo sapiens
RNU6-2	RNA, U6 small nuclear 2(RNU6-2)	Homo sapiens
ZCCHC7	zinc finger CCHC-type containing 7(ZCCHC7)	Homo sapiens
U2AF2	U2 small nuclear RNA auxiliary factor 2(U2AF2)	Homo sapiens
LLPH-AS1	LLPH antisense RNA 1 (head to head)(LLPH-AS1)	Homo sapiens
EXOC3	exocyst complex component 3(EXOC3)	Homo sapiens
MIR485	microRNA 485(MIR485)	Homo sapiens
TUSC2	tumor suppressor candidate 2(TUSC2)	Homo sapiens
INHA	inhibin alpha subunit(INHA)	Homo sapiens
LINC00592	long intergenic non-protein coding RNA 592(LINC00592)	Homo sapiens
TRIM34	tripartite motif containing 34(TRIM34)	Homo sapiens
C12orf80	chromosome 12 open reading frame 80(C12orf80)	Homo sapiens
SNORD37	small nucleolar RNA, C/D box 37(SNORD37)	Homo sapiens
PHRF1	PHD and ring finger domains 1(PHRF1)	Homo sapiens
ZBTB4	zinc finger and BTB domain containing 4(ZBTB4)	Homo sapiens
ILF3	interleukin enhancer binding factor 3(ILF3)	Homo sapiens
CLCF1	cardiotrophin-like cytokine factor 1(CLCF1)	Homo sapiens
RAET1E-AS1	RAET1E antisense RNA 1(RAET1E-AS1)	Homo sapiens
NNT	nicotinamide nucleotide transhydrogenase(NNT)	Homo sapiens
SNORD49A	small nucleolar RNA, C/D box 49A(SNORD49A)	Homo sapiens
IL16	interleukin 16(IL16)	Homo sapiens
LIN9	lin-9 DREAM MuvB core complex component(LIN9)	Homo sapiens
LOC101927759	uncharacterized LOC101927759(LOC101927759)	Homo sapiens
WDR24	WD repeat domain 24(WDR24)	Homo sapiens
TTC33	tetratricopeptide repeat domain 33(TTC33)	Homo sapiens
LOC102723672	uncharacterized LOC102723672(LOC102723672)	Homo sapiens
GAS2L3	growth arrest specific 2 like 3(GAS2L3)	Homo sapiens
MIR323B	microRNA 323b(MIR323B)	Homo sapiens
ZSWIM5	zinc finger SWIM-type containing 5(ZSWIM5)	Homo sapiens
ZNF276	zinc finger protein 276(ZNF276)	Homo sapiens
MED10	mediator complex subunit 10(MED10)	Homo sapiens
ZNF354C	zinc finger protein 354C(ZNF354C)	Homo sapiens
FCRLB	Fc receptor like B(FCRLB)	Homo sapiens
ZDHHC18	zinc finger DHHC-type containing 18(ZDHHC18)	Homo sapiens
SLC37A3	solute carrier family 37 member 3(SLC37A3)	Homo sapiens
PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2(PDP2)	Homo sapiens
RANBP6	RAN binding protein 6(RANBP6)	Homo sapiens
